textOriginal,textPreprocessed,class
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",", speak yes ! … soon head obviously",0
"Hurry up, I've been weed-deficient for like three days","up , like day hurry three",0
"I can send you a pic if you like :)","send like :) pic",0
"TELL HER I SAID EAT SHIT.",". tell eat shit",0
"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.",". . . pls call hard check life qatar begin pray",0
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",". . 2 u , ! time call win £ prize easy just claim 2nd per try contact u. 10p bt-national-rate minute 400",1
"I think steyn surely get one wicket:)","get :) think surely",0
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...","u , ... ... haha fast liao sound gd ...... yan jiu wah",0
"Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx","4 u get ur babes think leave luv bring wil english 2mrw",0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","? . . pls pls u , , , , , send ... say love & & amp amp ; ; tomorrow need clean special c heart god people ten blood slowly miracle",0
"Can you talk with me..",".. talk",0
"Happy birthday... May ur wishes come true and stay blessed...","come stay ur ... ... happy birthday true bless",0
"Also hi wesley how've you been","hi 've",0
"Hey so this sat are we going for the intro pilates only? Or the kickboxing too?","? ? go hey sit pilate intro",0
"I doubt you could handle 5 times per night in any case...","5 ... time night per case",0
"Yes... I trust u to buy new stuff ASAP so I can try it out","u ... buy yes new try stuff asap trust",0
"BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...","... ... ... ... ! ! ! ! ! ! ! ! ! ! love need sad babe babe :-( crave geeee",0
"This is one of the days you have a billion classes, right?","? , right class day",0
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?","? up , pick hour off need atm campus two 8th",0
"So how's the weather over there?","? weather",0
"Okay but i thought you were the expert","think okay",0
"No no. I will check all rooms befor activities�that�s required�",". � � � check s room require activity befor",0
"Hope you are not scared!","hope !",0
"I fetch yun or u fetch?","? u fetch fetch yun",0
"I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!",". . even get go ! ! ! think have n't & & ; ; lt # gt hit to wish bear snow snow usually",0
"Then we gotta do it after that","get to",0
"HMM yeah if your not too grooved out! And im looking forward to my pound special :)","look :) ! special pound forward hmm yeah",0
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",".. , thing thing ... say * * actually evening start start bslvyl nice big understand small sign",0
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;",". free u send sm sm ( ) - & & ; ; tel lt # gt add contact career remove",0
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",". . . . , , , receive may check rakhesh kindly reference kerala inform regret",0
"Oh ho. Is this the first time u use these type of words? But its not appreciated�","? . � u time oh first word type appreciate ho",0
"Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!","still still like ! ! ! sit plan sound cold",0
"Hey mr whats the name of that bill brison book the one about language and words","bill hey name book word mr",0
"I dunno they close oredi not... Ü v ma fan...","... ... ü v dunno oredi close ma",0
"Shall i come to pick that?","? come pick shall",0
"U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...","come u u u know still go wif ... ... ask n n dat gal yest horrible",0
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each","3 3 3 free free free , ! ! ! ! text text £ love find try chance 16 life 1.50 msgs",1
"Doing nothing, then u not having dinner w us?","? u , nothing dinner w",0
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!","u , home ! call save well ready want to",0
"Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?","? ? get good omg why stuff make wedding",0
"Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.",". . 2 ... take piece worry dnt ice pack",0
"Did u download the fring app?","? u download app",0
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",", still 's 's x why sure wait live clear that that",0
"I've been searching for the right words to thank you for this brother. I promise i wont take your help for granted and will fulfill my promise. You have been helping at all times.",". . . right time take help help wont thank word search brother promise promise grant",0
"Am in film ill call you later.",". late call ill film",0
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",". . 2 2 , , go week stop stop text txt apply offer claim & dear voucher holder pc ts cs http://www.e-tlp.co.uk/expressoffer 80062",1
"Many more happy returns of the day. I wish you happy birthday.",". . return day many happy happy wish birthday",0
"Huh means computational science... Y they like dat one push here n there...","like ... ... mean n huh y dat",0
"You do your studies alone without anyones help. If you cant no need to study.",". . help need alone study study",0
"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",". , please id due expire today prevent service update tap loss apps",1
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",". . , hope go ... ! love love well wake day morning miss again wait happy word together",0
"Wat makes some people dearer is not about de happiness dat u feel when u meet them but about d pain u feel when u miss dem!!!","u u u u wat ! ! ! feel feel de meet pain make miss d people dat happiness",0
"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412",". send stop customer id service unique 87239 user removal 08708034412",1
"Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...",". . 2 2 u u thing get thk already go ... ... e mind haf ha smth same tonight watch tv",0
"As per your request 'Maangalyam (Thirupathe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune",". 9 ( ) friend * per ' ' copy set caller press request callertune callertune",0
"Oh yeah clearly it's my fault","oh yeah fault",0
"Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)",".. :-) gud kano read",0
"Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.",". . . good day stuff tooth pray remove",0
"FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382",". free call txt phone 750 deal price camera cross ntwk 08001950382 1/2 linerental",1
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone",". 4 free get ur ur week week tell + ! 1st / every txt just tone tone mate 16 mobile nokia nokia pobox www.getzed.co.uk no1 txting 36504 w45wq norm150p",1
"Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.",". . . customer customer expire immediately thank contact dear paytm paytm paytm kyc care account block 24 hr. team",1
"Yes ammae....life takes lot of turns you can only sit and try to hold the steering...","hold ... yes take turn try sit life .... lot",0
"Yar else i'll thk of all sorts of funny things.",". thing thk else yar funny sort",0
"Where are you ? You said you would be here when I woke ... :-(","? ... :-( woke",0
"What time you coming down later?","? come late time down",0
"Hi this is yijue, can i meet u at 11 tmr?","? u , meet yijue tmr hi 11",0
"Ok. No wahala. Just remember that a friend in need ...",". . ok ... friend just need remember",0
"Then u drive lor.",". u lor drive",0
"Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.",". . . . good man number hey work babe mobile gorgeous",0
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",", ! ! ! ! call win £ * * * * * * * * * * * prize 2nd urgent bonus mobile caller 150ppm attempt reach 2,000 02/06/03 asap",1
"Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery","? ? ? 3 reply free free text call month new delivery phone 750 half line video anytime network min price rental 08000930705",1
"7 at esplanade.. Do ü mind giving me a lift cos i got no car today..","7 .. .. get co mind ü today car give lift esplanade",0
"	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery",". . please call new delivery delivery customer service wait arrange years",1
"Do you work all this week ?","? week work",0
"Hey what happen de. Are you alright.",". . hey de happen alright",0
"I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night","know late go say man feel just night die sad gone want probably",0
"I send the print  outs da.",". send da print",0
"Was doing my test earlier. I appreciate you. Will call you tomorrow.",". . . call tomorrow early appreciate test",0
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1",". send ur ur / / : - collect msg 500 pound 150p po box 83600 currently cash-balance maximize cash-in cc 08718720201",1
